letter,question,answer,difficulty
س,السفر والانتقال من بلد إلى آخر محلياً أو دولياً بهدف الترفيه أو الاستكشاف أو العلاج وتعتبر مصدر دخل قومي ومهم للدول تسمى؟,سياحة,متوسط
س,الممثل الدبلوماسي الرسمي والمعتمد لدولة ما في دولة أخرى ويرأس سفارة بلاده هناك لتعزيز العلاقات وحل القضايا يسمى المبعوث أو الـ؟,سفير,متوسط
س,الموظف الإداري المسؤول عن تنظيم المواعيد وكتابة الرسائل وحفظ الملفات والرد على المكالمات ومساعدة المدير في مهامه يسمى؟,سكرتير,متوسط
س,المهني والفني المتخصص في تركيب وإصلاح أنابيب المياه والصرف الصحي والصنابير والمراحيض في المنازل والمباني يسمى سمكري أو؟,سباك,متوسط
س,الشخص الذي يؤدي ألعاب الخفة والخداع البصري المذهلة للترفيه في المسارح أو من يمارس الشعوذة والسحر الأسود المذموم يسمى مشعوذ أو؟,ساحر,متوسط
س,الوهم البصري الخادع الذي يظهر في الصحراء وعلى الطرق المعبدة وقت الظهيرة ويجعل الرمال تبدو وكأنها بركة ماء تلمع يسمى؟,سراب,متوسط
س,قطعة الأثاث الأساسية المخصصة للنوم والراحة في غرفة النوم وتتكون من إطار خشبي أو معدني ومرتبة مريحة ومخدات تسمى؟,سرير,متوسط
س,قطعة القماش التي تعلق وتنسدل على النوافذ والأبواب لحجب أشعة الشمس أو توفير الخصوصية وتزيين ديكور الغرفة وتسمى رداء النوافذ أو؟,ستارة,متوسط
ش,أكبر مدينة في الصين من حيث عدد السكان وتعتبر المركز التجاري والمالي الأهم في البلاد وتطل على الساحل الشرقي ومصب نهر يانغتسي؟,شنغهاي,متوسط
ش,مدينة ألمانية صناعية كبرى وشهيرة تعتبر المقر الرئيسي لشركات السيارات الفاخرة مثل مرسيدس بنز وبورش وتعتبر قلب الصناعة الألمانية؟,شتوتغارت,متوسط
ش,الوعاء الدموي النابض والسميك الذي ينقل الدم النقي والمحمل بالأكسجين والغذاء من القلب إلى باقي أنحاء وأعضاء الجسم وعكسه الوريد يسمى؟,شريان,صعب
ش,الجزء اللحمي الخارجي والبارز الذي يحيط بالفم ويغطي الأسنان ويكون جزءاً مهماً من ملامح الوجه وتعبيرات الابتسامة والكلام يسمى؟,شفة,متوسط
ش,البقعة الداكنة أو السوداء الصغيرة التي تظهر على الجلد وتعتبر في بعض الثقافات والمجتمعات من علامات الجمال البارزة في الوجه تسمى خال أو؟,شامة,صعب
ش,المرحلة العمرية الحيوية والنشطة التي تتوسط بين مرحلة الطفولة ومرحلة الشيخوخة وتتميز بالقوة البدنية والطموح العالي تسمى مرحلة الـ؟,شباب,متوسط
ش,المرحلة العمرية المتقدمة والمتأخرة في حياة الإنسان والتي تتسم بضعف الجسد وظهور التجاعيد والشيب في الشعر وتقوس الظهر تسمى مرحلة الـ؟,شيخوخة,صعب
ش,إثارة الفوضى والاضطرابات والتخريب المتعمد للممتلكات العامة والخاصة من قبل مجموعة من الناس أو الجماهير الغاضبة في الشوارع أو الملاعب يسمى؟,شغب,صعب
ش,المكانة الأخلاقية العالية والسمعة الطيبة والكرامة وعزة النفس التي يحرص الإنسان الأصيل على الحفاظ عليها والدفاع عنها يسمى كرامة أو؟,شرف,متوسط
ش,الإقدام والجرأة في مواجهة الخطر والصعاب والقتال وعدم الخوف أو التراجع وتعتبر من أهم صفات الفرسان والأبطال في المعارك وعكسها الجبن تسمى بسالة أو؟,شجاعة,صعب
ش,التعب الشديد والمعاناة المستمرة في الحياة والتعاسة الدائمة وعكس السعادة والراحة التامة ورغد العيش يسمى بؤس أو؟,شقاء,متوسط
ش,الكاتب الموهوب والأديب الذي يتقن نظم القصائد والأبيات الموزونة والمقفاة للتعبير عن مشاعره وأفكاره بأسلوب بلاغي وجميل يسمى؟,شاعر,متوسط
ش,رجل الأمن والمسؤول الحكومي الذي يرتدي زياً رسمياً ومهمته حفظ النظام الداخلي والقبض على المجرمين وتطبيق القانون لحماية المواطنين يسمى عسكري أو؟,شرطي,صعب
ش,الورقة المصرفية والبنكية التي تكتب وتوقع لسحب أو تحويل مبلغ مالي محدد من الحساب البنكي إلى شخص آخر بدلاً من حمل النقود النقدية تسمى؟,شيك,صعب
ش,قطعة القماش الكبيرة والقوية جداً التي تثبت على سارية السفينة والقارب وتدفعها وتوجهها في البحر بقوة الرياح تسمى؟,شراع,متوسط
ش,الخيوط أو الحبال المنسوجة والمتقاطعة التي تستخدم في صيد الأسماك من البحر أو توضع في المرمى بكرة القدم لإيقاف الكرة تسمى؟,شبكة,متوسط
ش,الأداة المعدنية ذات الأسنان المدببة التي تستخدم مع السكين والملعقة في المائدة لتناول الطعام وقطعه ووضعه في الفم تسمى؟,شوكة,متوسط
ش,فاكهة صيفية منعشة شكلها كروي أو بيضاوي وقشرتها شبكية ولونها الداخلي أصفر أو برتقالي فاتح وتسمى بطيخ أصفر أو؟,شمام,متوسط
ص,عاصمة دولة بلغاريا الأوروبية وأكبر مدنها وتشتهر بمعالمها التاريخية والكنائس القديمة والآثار الرومانية وتقع في شبه جزيرة البلقان؟,صوفيا,متوسط
ص,العاصمة السياسية والتاريخية لليمن وتتميز بمعمارها الفريد ومبانيها القديمة المزخرفة باللون الأبيض والمبنية من الطوب اللبن والزجاج الملون؟,صنعاء,صعب
ص,دولة عربية إفريقية تقع في منطقة القرن الإفريقي وعاصمتها مقديشو وتطل على المحيط الهندي وتمتلك أطول ساحل في القارة الإفريقية؟,صومال,متوسط
ص,الجزء الأمامي من جذع الإنسان والذي يحوي داخله الأعضاء الحيوية كالقلب والرئتين وتحميه الضلوع من الصدمات الخارجية يسمى؟,صدر,متوسط
ص,الكيس أو القطعة القماشية الصغيرة التي يربط ويصر فيها النقود المعدنية أو الأغراض الثمينة قديماً لحفظها من الضياع تسمى كيس أو؟,صرة,متوسط
ص,حالة وراثية أو مرضية تؤدي إلى تساقط وفقدان شعر الرأس بشكل دائم وتصيب الرجال غالباً مع التقدم في العمر وتجعل فروة الرأس مكشوفة تسمى؟,صلع,صعب
ص,الامتناع والانقطاع الإرادي عن الأكل والشرب والمفطرات من طلوع الفجر إلى غروب الشمس تعبداً لله وتطهيراً للنفس وتضامناً مع الفقراء يسمى؟,صيام,صعب
ص,الركن الثاني من أركان الإسلام وهي العبادة المفروضة خمس مرات في اليوم والصلة المستمرة والمباشرة بين العبد وربه تسمى؟,صلاة,متوسط
ص,الاتفاق وإنهاء حالة العداوة والخصومة والحرب والقطيعة بين طرفين متنازعين وإعادة العلاقات الطيبة والسلمية بينهما يسمى هدنة أو؟,صلح,متوسط
ص,قول الحق ومطابقة الكلام للواقع وعدم الكذب أو الخداع أو التزييف وهي من أعظم وأهم الصفات الأخلاقية النبيلة في الإنسان يسمى؟,صدق,متوسط
