letter,question,answer
ش,الجزء اللحمي الخارجي والبارز الذي يحيط بالفم ويغطي الأسنان ويكون جزءاً مهماً من ملامح الوجه وتعبيرات الابتسامة والكلام يسمى؟,شفة
ش,البقعة الداكنة أو السوداء الصغيرة التي تظهر على الجلد وتعتبر في بعض الثقافات والمجتمعات من علامات الجمال البارزة في الوجه تسمى خال أو؟,شامة
ش,المرحلة العمرية الحيوية والنشطة التي تتوسط بين مرحلة الطفولة ومرحلة الشيخوخة وتتميز بالقوة البدنية والطموح العالي تسمى مرحلة الـ؟,شباب
ش,المرحلة العمرية المتقدمة والمتأخرة في حياة الإنسان والتي تتسم بضعف الجسد وظهور التجاعيد والشيب في الشعر وتقوس الظهر تسمى مرحلة الـ؟,شيخوخة
ش,إثارة الفوضى والاضطرابات والتخريب المتعمد للممتلكات العامة والخاصة من قبل مجموعة من الناس أو الجماهير الغاضبة في الشوارع أو الملاعب يسمى؟,شغب
ش,المكانة الأخلاقية العالية والسمعة الطيبة والكرامة وعزة النفس التي يحرص الإنسان الأصيل على الحفاظ عليها والدفاع عنها يسمى كرامة أو؟,شرف
ش,الإقدام والجرأة في مواجهة الخطر والصعاب والقتال وعدم الخوف أو التراجع وتعتبر من أهم صفات الفرسان والأبطال في المعارك وعكسها الجبن تسمى بسالة أو؟,شجاعة
ش,التعب الشديد والمعاناة المستمرة في الحياة والتعاسة الدائمة وعكس السعادة والراحة التامة ورغد العيش يسمى بؤس أو؟,شقاء
ش,الكاتب الموهوب والأديب الذي يتقن نظم القصائد والأبيات الموزونة والمقفاة للتعبير عن مشاعره وأفكاره بأسلوب بلاغي وجميل يسمى؟,شاعر
ش,رجل الأمن والمسؤول الحكومي الذي يرتدي زياً رسمياً ومهمته حفظ النظام الداخلي والقبض على المجرمين وتطبيق القانون لحماية المواطنين يسمى عسكري أو؟,شرطي
ش,الورقة المصرفية والبنكية التي تكتب وتوقع لسحب أو تحويل مبلغ مالي محدد من الحساب البنكي إلى شخص آخر بدلاً من حمل النقود النقدية تسمى؟,شيك
ش,قطعة القماش الكبيرة والقوية جداً التي تثبت على سارية السفينة والقارب وتدفعها وتوجهها في البحر بقوة الرياح تسمى؟,شراع
ش,الخيوط أو الحبال المنسوجة والمتقاطعة التي تستخدم في صيد الأسماك من البحر أو توضع في المرمى بكرة القدم لإيقاف الكرة تسمى؟,شبكة
ش,الأداة المعدنية ذات الأسنان المدببة التي تستخدم مع السكين والملعقة في المائدة لتناول الطعام وقطعه ووضعه في الفم تسمى؟,شوكة
ش,فاكهة صيفية منعشة شكلها كروي أو بيضاوي وقشرتها شبكية ولونها الداخلي أصفر أو برتقالي فاتح وتسمى بطيخ أصفر أو؟,شمام
ص,عاصمة دولة بلغاريا الأوروبية وأكبر مدنها وتشتهر بمعالمها التاريخية والكنائس القديمة والآثار الرومانية وتقع في شبه جزيرة البلقان؟,صوفيا
ص,العاصمة السياسية والتاريخية لليمن وتتميز بمعمارها الفريد ومبانيها القديمة المزخرفة باللون الأبيض والمبنية من الطوب اللبن والزجاج الملون؟,صنعاء
ص,دولة عربية إفريقية تقع في منطقة القرن الإفريقي وعاصمتها مقديشو وتطل على المحيط الهندي وتمتلك أطول ساحل في القارة الإفريقية؟,صومال
ص,الجزء الأمامي من جذع الإنسان والذي يحوي داخله الأعضاء الحيوية كالقلب والرئتين وتحميه الضلوع من الصدمات الخارجية يسمى؟,صدر
ص,الكيس أو القطعة القماشية الصغيرة التي يربط ويصر فيها النقود المعدنية أو الأغراض الثمينة قديماً لحفظها من الضياع تسمى كيس أو؟,صرة
ص,حالة وراثية أو مرضية تؤدي إلى تساقط وفقدان شعر الرأس بشكل دائم وتصيب الرجال غالباً مع التقدم في العمر وتجعل فروة الرأس مكشوفة تسمى؟,صلع
ص,الامتناع والانقطاع الإرادي عن الأكل والشرب والمفطرات من طلوع الفجر إلى غروب الشمس تعبداً لله وتطهيراً للنفس وتضامناً مع الفقراء يسمى؟,صيام
ص,الركن الثاني من أركان الإسلام وهي العبادة المفروضة خمس مرات في اليوم والصلة المستمرة والمباشرة بين العبد وربه تسمى؟,صلاة
ص,الاتفاق وإنهاء حالة العداوة والخصومة والحرب والقطيعة بين طرفين متنازعين وإعادة العلاقات الطيبة والسلمية بينهما يسمى هدنة أو؟,صلح
ص,قول الحق ومطابقة الكلام للواقع وعدم الكذب أو الخداع أو التزييف وهي من أعظم وأهم الصفات الأخلاقية النبيلة في الإنسان يسمى؟,صدق
ص,الوضوح والشفافية التامة في الكلام وإبداء الرأي دون لف أو دوران أو إخفاء للحقيقة حتى لو كانت مؤلمة تسمى وضوح أو؟,صراحة
ص,الرفيق المقرب والوفي والخليل الذي تشاركه أسرارك وأفراحك وأحزانك ويقف معك في وقت الضيق والشدة ويساندك دائماً يسمى صاحب أو؟,صديق
ص,زوج ابنتك أو زوج أختك يطلق عليه في اللغة العربية وتسميات القرابة والمصاهرة اسم النسيْب أو الـ؟,صهر

ص,المحل التجاري المجهز بالمقاعد والمرايا والأدوات والمخصص لحلاقة وتصفيف شعر الرجال والنساء والاعتناء بالمظهر العام يسمى؟,صالون
ص,وعاء مسطح وكبير ومستدير يصنع من المعدن أو الزجاج يستخدم لتقديم أكواب الشاي والقهوة أو الأطعمة للضيوف بطريقة أنيقة تسمى؟,صينية
ص,الوعاء الدائري أو البيضاوي المجوف قليلاً الذي يوضع فيه الطعام ويوضع على المائدة ليأكل منه الأفراد ويسمى طبق أو؟,صحن
ص,الخليط السائل الكثيف والمتبل الذي يضاف إلى الطعام أو السلطات لإعطائها نكهة مميزة ولوناً فاتحاً للشهية كـ ... الطماطم أو المايونيز تسمى؟,صلصة
أ,دولة أمريكية جنوبية فازت بكأس العالم 2022؟,أرجنتين
أ,نادي إنجليزي لونه أحمر يلقب بالمدفعجية؟,أرسنال
أ,دولة أوروبية فازت بكأس العالم 2014 بالبرازيل؟,ألمانيا
أ,نادي هولندي عريق مقره العاصمة أمستردام؟,أياكس

أ,قارة تقع فيها دولة البرازيل والأرجنتين؟,أمريكا الجنوبية
أ,عالم فيزياء شهير صاحب نظرية النسبية؟,أينشتاين
أ,حيوان بحري يمتلك ثمانية أذرع ويعتبر ذكياً جداً؟,أخطبوط
أ,غاز ضروري جداً لتنفس الكائنات الحية واستمرار الحياة؟,أكسجين
